activity_group_code,region,district,community,ngo,hazard,activities,number_of_activities_or_unites,beneficiaries_per_activity,budget__usd,brcis_output,_2014_quarter_3,_2014_quarter_4,_2015_quarter_1,_2015_quarter_2,_2015_quarter_3,_2015_quarter_4,_2016,_2017,created_at,updated_at,the_geom,cartodb_id
20,L.SHABELLE,AWDAGHLE,JOWHAR AWDHEGLE,CWW,FLOOD,Rehabilitate canals (km),30,150,18000,4,,,X,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,457
20,L.SHABELLE,AFGOYE,BELETAMIN,CWW,FLOOD,Rehabilitate canals (km),10,50,6000,4,,,X,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,459
20,L.SHABELLE,AWDAGHLE,BALOW,CWW,FLOOD,Rehabilitate canals (km),30,150,18000,4,,,X,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,460
20,L.SHABELLE,AWDAGHLE,AY-BUTAY,CWW,FLOOD,Rehabilitate canals (km),30,150,18000,4,,,X,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,461
20,L.SHABELLE,AWDAGHLE,AWDAGHLE TOWN,CWW,FLOOD,Rehabilitate canals (km),30,150,18000,4,,,X,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,462
20,L.SHABELLE,AFGOYE,AANOLE,CWW,FLOOD,Rehabilitate canals (km),30,150,18000,4,,,X,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,463
20,HIRAN,BELETWEYNE,BULOKAHIN,SCI,FLOOD,Rehabilitatation of three  canals ,3,45,5400,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,464
41,GEDO,DOLOW,QANSAXLEY,NRC,DROUGHT,Refresher training for Water Management Committees ,1,10,1500,2,,,,,,X,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,465
41,GEDO,LUUQ,LUUQ-GODEY,NRC,DROUGHT,Refresher training for Water Management Committees ,1,10,1500,2,,,,,,X,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,466
41,GEDO,DOLOW,KAPASA,NRC,DROUGHT,Refresher training for Water Management Committees ,2,10,1500,2,,,,,,X,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,467
41,GEDO,LUUQ,JAZEERA (ALL),NRC,DROUGHT,Refresher training for Water Management Committees ,1,10,1500,2,,,,,,X,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,468
41,L.JUBA,KISMAYO,FAANOOLE,NRC,DROUGHT,Refresher training for Water Management Committees ,1,10,1500,2,,,,,,X,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,469
41,L.JUBA,KISMAYO,CALANLEY,NRC,DROUGHT,Refresher training for Water Management Committees ,1,10,1500,2,,,,,,X,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,470
41,GEDO,DOLOW,GEEDWEINE,NRC,DROUGHT,Refresher training for Water Management Committees,1,10,1500,2,,,,,,X,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,471
3,GEDO,DOLOW,KAPASA,NRC,HAZARDS,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,472
50,GEDO,DOLOW,SUR-GUDUD,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,473
50,BANADIR,DHARKENLEY ,SACID RORAYE,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,474
50,GEDO,DOLOW,QANSAXLEY,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,475
50,BANADIR,HODAN,OCTOBER,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,476
50,GEDO,LUUQ,LUUQ-GODEY,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,477
50,GEDO,LUUQ,JAZEERA (ALL),NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,478
50,BANADIR,HAMARWEINE,HORSEED,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,479
50,BANADIR,HAMARWEINE,HILAAC,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,480
50,BAY,BAIDOA,HAWL WADAAG,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,481
50,BANADIR,WADAJIR,HALANE,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,482
50,GEDO,DOLOW,GEEDWEINE,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,483
50,L.JUBA,KISMAYO,FARJANNO,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,484
50,L.JUBA,KISMAYO,FAANOOLE,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,485
50,BANADIR,DHARKENLEY ,DAGAH TUR,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,486
50,L.JUBA,KISMAYO,CALANLEY,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,487
50,BAY,BAIDOA,BONKAI,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,488
50,BAY,BAIDOA,BERDAALE,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,489
50,GEDO,LUUQ,AL-CADAALA/DAYAX/IJABO,NRC,FLOOD,Recruiting and Training hygiene promoters                   ,1,1,3000,2,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,490
21,MUDUG,HOBYO,HOBYO TOWN,IRC,DROUGHT,Re/Construction of Community Meeting Places,1,1800,6150,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,492
21,MUDUG,JARIBAN,HINGOD,IRC,DROUGHT,Re/Construction of Community Meeting Places,1,400,6150,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,493
21,MUDUG,JARIBAN,BUDBUD,IRC,DROUGHT,Re/Construction of Community Meeting Places,1,600,6150,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,494
21,MUDUG,GALKACYO,BITALE,IRC,DROUGHT,Re/Construction of Community Meeting Places,1,400,6150,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,495
21,MUDUG,GALKACYO,BANDARQAALI,IRC,DROUGHT,Re/Construction of Community Meeting Places,1,600,6150,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,496
21,MUDUG,HOBYO,BAJELA,IRC,DROUGHT,Re/Construction of Community Meeting Places,1,600,6150,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,497
21,BANADIR,KARAAN,JABUUTI,IRC,CONFLICT,Re/Construction of Community Meeting Places,1,250,6150,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,498
38,HIRAN,BELETWEYNE,JAWIL,SCI,DROUGHT,Rangeland management including reseeding,3,90,8000,4,,,X,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,499
38,HIRAN,BELETWEYNE,GURICADE,SCI,DROUGHT,Rangeland management including reseeding,3,125,8000,4,,,X,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,500
38,HIRAN,BELETWEYNE,FAAFGUMARE,SCI,DROUGHT,Rangeland management including reseeding,3,45,8000,4,,,X,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,501
38,HIRAN,BELETWEYNE,ELGAL,SCI,DROUGHT,Rangeland management including reseeding,3,250,8000,4,,,X,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,502
33,GEDO,DOLOW,SUR-GUDUD,NRC,DROUGHT,Provisionof tractor plough hours,180,30,8100,4,,,X,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,503
33,GEDO,DOLOW,QANSAXLEY,NRC,DROUGHT,Provisionof tractor plough hours,300,50,13500,4,,,X,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,504
33,GEDO,LUUQ,LUUQ-GODEY,NRC,DROUGHT,Provisionof tractor plough hours,300,50,13500,4,,,X,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,505
33,GEDO,DOLOW,KAPASA,NRC,DROUGHT,Provisionof tractor plough hours,300,50,13500,4,,,X,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,506
33,GEDO,LUUQ,JAZEERA (ALL),NRC,DROUGHT,Provisionof tractor plough hours,600,100,27000,4,,,X,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,507
33,BAY,BAIDOA,HAWL WADAAG,NRC,DROUGHT,Provisionof tractor plough hours,600,100,27000,4,,,X,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,508
33,GEDO,DOLOW,GEEDWEINE,NRC,DROUGHT,Provisionof tractor plough hours,600,100,27000,4,,,X,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,509
33,BAY,BAIDOA,BONKAI,NRC,DROUGHT,Provisionof tractor plough hours,300,50,13500,4,,,X,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,510
33,BAY,BAIDOA,BERDAALE,NRC,DROUGHT,Provisionof tractor plough hours,300,50,13500,4,,,X,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,511
33,GEDO,LUUQ,AL-CADAALA/DAYAX/IJABO,NRC,DROUGHT,Provisionof tractor plough hours,300,50,13500,4,,,X,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,512
15,L.JUBA,KISMAYO,FARJANNO,NRC,HAZARDS,Provision of start up cash grants,3,20,15000,4,,X,X,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,513
15,HIRAN,MATABAN,KANECALE,SCI,DROUGHT,Provision of smallbusiness grants to women-headed households,1,20,20000,4,,,,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,514
15,HIRAN,BELETWEYNE,MACRUF,SCI,DROUGHT,Provision of small grants to women-headed households,1,10,10000,4,,,,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,515
15,HIRAN,BELETWEYNE,JAWIL,SCI,DROUGHT,Provision of small grants to women-headed households,1,20,20000,4,,,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,516
15,HIRAN,BELETWEYNE,ILKACADO,SCI,DROUGHT,Provision of small grants to women-headed households,1,10,10000,4,,,,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,517
15,HIRAN,BELETWEYNE,GURICADE,SCI,DROUGHT,Provision of small grants to women-headed households,1,15,15000,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,518
15,HIRAN,BELETWEYNE,FAAFGUMARE,SCI,DROUGHT,Provision of small grants to women-headed households,1,10,10000,4,,,,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,519
15,HIRAN,BELETWEYNE,ELGAL,SCI,DROUGHT,Provision of small grants to women-headed households,1,40,40000,4,,,,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,520
15,HIRAN,MATABAN,BERGADID,SCI,DROUGHT,Provision of small grants to women-headed households,1,30,30000,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,521
15,HIRAN,MATABAN,SALAH SALID,SCI,DROUGHT,Provision of small business grants to women-headed households,1,10,10000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,522
15,HIRAN,MATABAN,QULALE,SCI,DROUGHT,Provision of small business grants to women-headed households,1,10,10000,4,,,,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,523
15,HIRAN,MATABAN,MIIRQOODE,SCI,DROUGHT,Provision of small business  grants to women-headed households,1,15,15000,4,,,,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,524
35,BANADIR,HAWLWADAG,SAQAWUDIN (SAYIDKA),SCI,CONFLICT,Provision of shelter packages to conflict affected HHs,2,100,10000.5,3,,,X,,X,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,525
35,BANADIR,DEYNILE,KUR DAMAC,SCI,DROUGHT,Provision of NFI kits to conflict and drought affected HHs,2,200,20001,3,,X,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,526
35,BANADIR,HAWLWADAG,SAQAWUDIN (SAYIDKA),SCI,DISEASE OUTBREAK,Provision of NFI kits to conflict affected HHs,2,100,6000,3,,X,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,527
15,BANADIR,HAWLWADAG,SAQAWUDIN (SAYIDKA),SCI,CONFLICT,Provision of Micro finance grants to women self-help groups(Revolving funds),2,14,12000,4,,,,X,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,528
15,HIRAN,BELETWEYNE,BELETWEYNE TOWN,SCI,FLOOD,Provision of livelihoods small business grants,1,100,100000,4,,,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,529
33,HIRAN,BELETWEYNE,BULOKAHIN,SCI,FLOOD,Provision of irrigation motor pumps,1,45,4700,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,530
33,HIRAN,BELETWEYNE,BACADBUKE,SCI,FLOOD,Provision of irrigation motor pumps,2,130,6000,4,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,532
33,HIRAN,MATABAN,SALAH SALID,SCI,DROUGHT,Provision of irrigation motor pumps,3,85,2000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,533
33,HIRAN,MATABAN,QULALE,SCI,DROUGHT,Provision of irrigation motor pumps,3,100,2000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,534
33,HIRAN,MATABAN,QABNO,SCI,DROUGHT,Provision of irrigation motor pumps,3,160,2000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,535
33,HIRAN,MATABAN,MIIRQOODE,SCI,DROUGHT,Provision of irrigation motor pumps,3,80,2000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,536
33,HIRAN,BELETWEYNE,MACRUF,SCI,DROUGHT,Provision of irrigation motor pumps,1,110,6000,4,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,537
33,HIRAN,MATABAN,KANECALE,SCI,DROUGHT,Provision of irrigation motor pumps,3,80,2000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,538
33,HIRAN,MATABAN,JIRACLE,SCI,DROUGHT,Provision of irrigation motor pumps,3,130,2000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,539
33,HIRAN,MATABAN,HARQBOOBE,SCI,DROUGHT,Provision of irrigation motor pumps,3,100,2000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,540
33,HIRAN,MATABAN,BUNDO MADOW,SCI,DROUGHT,Provision of irrigation motor pumps,3,1,5000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,541
33,HIRAN,BELETWEYNE,HARCADEY,SCI,DROUGHT,Provision of irrigated motor pumps,1,40,3000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,542
35,BANADIR,HAWLWADAG,SAQAWUDIN (SAYIDKA),SCI,CONFLICT,Provision of hygiene and Sanitation Kits to the hygeine volunteers,2,200,3399,3,,,X,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,543
33,HIRAN,BELETWEYNE,QOQANE,SCI,FLOOD,Provision of four irrigation water pumps,1,105,6000,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,544
33,HIRAN,BELETWEYNE,DHARIYOW,SCI,FLOOD,Provision of four irrigated motor pumps ,1,45,4500,4,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,545
54,HIRAN,BELETWEYNE,QARSONE,SCI,FLOOD,Provision of female productive goats ,1,25,15875,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,546
54,HIRAN,BELETWEYNE,LAFOLE,SCI,FLOOD,Provision of female productive goats ,1,40,25400,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,547
54,HIRAN,BELETWEYNE,DHARIYOW,SCI,FLOOD,Provision of female productive goats ,1,30,19050,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,548
54,HIRAN,BELETWEYNE,BULOKAHIN,SCI,FLOOD,Provision of female productive goats ,1,30,19500,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,549
54,HIRAN,BELETWEYNE,BASLAWE,SCI,FLOOD,Provision of female productive goats ,1,20,12700,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,550
54,HIRAN,MATABAN,SALAH SALID,SCI,DROUGHT,Provision of female productive goats ,1,47,29845,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,551
54,HIRAN,MATABAN,QULALE,SCI,DROUGHT,Provision of female productive goats ,1,60,38100,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,552
54,HIRAN,MATABAN,MIIRQOODE,SCI,DROUGHT,Provision of female productive goats ,1,26,16510,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,553
54,HIRAN,BELETWEYNE,MACRUF,SCI,DROUGHT,Provision of female productive goats ,1,10,6350,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,554
54,HIRAN,MATABAN,KANECALE,SCI,DROUGHT,Provision of female productive goats ,1,45,28575,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,555
54,HIRAN,MATABAN,JIRACLE,SCI,DROUGHT,Provision of female productive goats ,1,72,45720,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,556
54,HIRAN,BELETWEYNE,JAWIL,SCI,DROUGHT,Provision of female productive goats ,1,90,57150,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,557
54,HIRAN,BELETWEYNE,ILKACADO,SCI,DROUGHT,Provision of female productive goats ,1,45,28575,4,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,558
54,HIRAN,MATABAN,HARQBOOBE,SCI,DROUGHT,Provision of female productive goats ,1,63,40005,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,559
54,HIRAN,BELETWEYNE,HARCADEY,SCI,DROUGHT,Provision of female productive goats ,1,40,25400,4,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,560
54,HIRAN,BELETWEYNE,GURICADE,SCI,DROUGHT,Provision of female productive goats ,1,70,44450,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,561
54,HIRAN,BELETWEYNE,FAAFGUMARE,SCI,DROUGHT,Provision of female productive goats ,1,45,28575,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,562
54,HIRAN,BELETWEYNE,ELGAL,SCI,DROUGHT,Provision of female productive goats ,1,75,47625,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,563
54,HIRAN,BELETWEYNE,DUSMO,SCI,DROUGHT,Provision of female productive goats ,1,91,57785,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,564
54,HIRAN,MATABAN,BUNDO MADOW,SCI,DROUGHT,Provision of female productive goats ,1,77,48895,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,565
54,HIRAN,MATABAN,BERGADID,SCI,DROUGHT,Provision of female productive goats ,1,80,50800,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,566
54,HIRAN,BELETWEYNE,BIYO QURUN,SCI,DROUGHT,Provision of female procudtive goats ,1,88,54340,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,567
33,L.SHABELLE,AWDAGHLE,MUBARAK,CWW,DROUGHT,Provision of farm inputs - seeds (diverse crops) and tools if needed,150,150,12000,4,,X,,X,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,568
33,L.SHABELLE,AFGOYE,MORDINLE,CWW,DROUGHT,Provision of farm inputs - seeds (diverse crops) and tools if needed,100,100,8000,4,,X,,X,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,569
33,L.SHABELLE,AWDAGHLE,MARERE,CWW,DROUGHT,Provision of farm inputs - seeds (diverse crops) and tools if needed,100,100,8000,4,,X,,X,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,570
33,GEDO,BELET HAWA,MALKARIYEY,CWW,DROUGHT,Provision of farm inputs - seeds (diverse crops) and tools if needed,50,50,4000,4,,,,X,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,571
33,L.SHABELLE,AWDAGHLE,JOWHAR AWDHEGLE,CWW,DROUGHT,Provision of farm inputs - seeds (diverse crops) and tools if needed,150,150,12000,4,,X,,X,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,572
33,L.SHABELLE,AWDAGHLE,GUMAYSIDID,CWW,DROUGHT,Provision of farm inputs - seeds (diverse crops) and tools if needed,100,100,8000,4,,X,,X,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,573
33,GEDO,BELET HAWA,GAWIIDO,CWW,DROUGHT,Provision of farm inputs - seeds (diverse crops) and tools if needed,50,50,4000,4,,,,X,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,574
33,L.SHABELLE,AFGOYE,BELETAMIN,CWW,DROUGHT,Provision of farm inputs - seeds (diverse crops) and tools if needed,150,150,12000,4,,X,,X,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,575
33,L.SHABELLE,AWDAGHLE,BALOW,CWW,DROUGHT,Provision of farm inputs - seeds (diverse crops) and tools if needed,100,100,8000,4,,X,,X,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,576
33,L.SHABELLE,AWDAGHLE,AY-BUTAY,CWW,DROUGHT,Provision of farm inputs - seeds (diverse crops) and tools if needed,150,150,12000,4,,X,,X,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,577
33,L.SHABELLE,AWDAGHLE,AWDAGHLE TOWN,CWW,DROUGHT,Provision of farm inputs - seeds (diverse crops) and tools if needed,250,250,20000,4,,X,,X,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,578
33,L.SHABELLE,AFGOYE,AANOLE,CWW,DROUGHT,Provision of farm inputs - seeds (diverse crops) and tools if needed,125,125,10000,4,,X,,X,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,579
37,HIRAN,BELETWEYNE,QOQANE,SCI,FLOOD,Provision of donkey carts,1,20,7000,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,580
37,HIRAN,BELETWEYNE,QARSONE,SCI,FLOOD,Provision of donkey carts,1,20,7000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,581
37,HIRAN,BELETWEYNE,LAFOLE,SCI,FLOOD,Provision of donkey carts,1,20,7000,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,582
37,HIRAN,BELETWEYNE,DHARIYOW,SCI,FLOOD,Provision of donkey carts,1,15,5250,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,583
37,HIRAN,BELETWEYNE,BASLAWE,SCI,FLOOD,Provision of donkey carts,1,20,7000,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,584
37,HIRAN,MATABAN,SALAH SALID,SCI,DROUGHT,Provision of donkey carts,1,15,5250,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,585
37,HIRAN,MATABAN,QULALE,SCI,DROUGHT,Provision of donkey carts,1,10,3500,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,586
37,HIRAN,MATABAN,QABNO,SCI,DROUGHT,Provision of donkey carts,1,15,5250,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,587
37,HIRAN,MATABAN,MIIRQOODE,SCI,DROUGHT,Provision of donkey carts,1,15,5250,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,588
37,HIRAN,BELETWEYNE,MACRUF,SCI,DROUGHT,Provision of donkey carts,1,20,7000,4,,,,,X,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,589
37,HIRAN,MATABAN,KANECALE,SCI,DROUGHT,Provision of donkey carts,1,15,5250,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,590
37,HIRAN,MATABAN,JIRACLE,SCI,DROUGHT,Provision of donkey carts,1,25,8750,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,591
37,HIRAN,MATABAN,JIRACLE,SCI,DROUGHT,Provision of donkey carts,1,45,500,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,592
37,HIRAN,BELETWEYNE,JAWIL,SCI,DROUGHT,Provision of donkey carts,1,20,7000,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,593
37,HIRAN,BELETWEYNE,ILKACADO,SCI,DROUGHT,Provision of donkey carts,1,20,7000,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,594
